P_NAME,P_MASS,P_RADIUS,P_GRAVITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE_TEMP,P_HABITABLE,P_ESI
HD 95872 b,1188.6767,,,5.15927,0.019012891,94.539507,Cold,0,0.088604081
HD 96063 b,403.64156,,,1.1260395,10.573355,456.89408,Hot,0,0.15460061
HD 96127 b,6661.6749,,,1.4839,293.99515,1036.5884,Hot,0,0.077152609
HD 96167 b,227.88268,,,1.6445039,2.8180987,294.75772,Hot,0,0.30093322
HD 97658 b,9.5348401,2.3541,1.7205353,0.084519876,49.524602,675.39298,Hot,0,0.26332394
HD 98219 b,624.2142,,,1.2639318,7.0477034,414.61713,Hot,0,0.19202898
HD 98649 b,2158.0521,,,8.999586,0.046633114,94.15874,Cold,0,0.1173282
HD 98736 b,740.53925,,,1.9116028,0.17673358,163.57727,Cold,0,0.21619639
HD 99109 b,139.84432,,,1.1144955,0.54582633,218.64859,Warm,0,0.3513205
HD 99492 b,22.24796,,,0.12375,23.794789,555.95076,Hot,0,0.19645114
HD 99706 b,390.92844,,,2.041875,4.0189315,356.40477,Hot,0,0.25592989
HD 99706 c,1808.4413,,,2.8348377,2.448931,307.98981,Hot,0,0.32665405
HIP 105854 b,2606.1896,,,0.810162,47.025797,667.10835,Hot,0,0.09307773
HIP 107773 b,629.29945,,,0.722916,139.62747,874.43147,Hot,0,0.074638458
HIP 109384 b,495.81168,,,1.3048944,0.4757316,198.18524,Warm,0,0.34069329
HIP 109600 b,851.77905,,,0.71537886,1.4386205,277.61524,Warm,0,0.37943756
HIP 116454 b,12.71312,2.4662,2.0902371,0.081211432,50.154954,672.83686,Hot,0,0.25761765
HIP 12961 b,114.41808,,,0.2536125,1.4233351,276.75095,Warm,0,0.38018968
HIP 14810 b,1239.5292,,,0.070321513,202.15295,956.8892,Hot,0,0.074118583
HIP 14810 c,416.35468,,,0.55573172,3.2553374,340.62455,Hot,0,0.28384358
HIP 14810 d,187.51852,,,1.9731983,0.26200384,181.0897,Cold,0,0.26025046
HIP 35173 b,12.700407,,,0.2197776,,,,0,
HIP 41378 b,,,,0.128569,146.23865,885.95253,Hot,0,0.006768491
HIP 41378 c,,,,0.2065397,56.666661,698.99942,Hot,0,0.017188062
HIP 41378 d,,,,2.2156187,0.4924302,213.41802,Warm,0,0.25311802
HIP 41378 e,,,,,,,,0,
HIP 41378 f,,,,2.1756602,0.51068436,215.36893,Warm,0,0.25672572
HIP 5158 b,305.11488,,,1.010328,0.39971661,191.21702,Warm,0,0.31743996
HIP 5158 c,4780.1332,,,7.77546,0.004606717,66.127696,Cold,0,0.077494171
HIP 54373 b,8.6194954,,,0.06426,,,,0,
HIP 54373 c,12.439788,,,0.10098,,,,0,
HIP 57274 b,6.3565601,,,0.0712635,46.87831,662.06779,Hot,0,0.26242461
HIP 57274 c,129.99801,,,0.1782225,7.126685,416.06672,Hot,0,0.18677761
HIP 57274 d,167.40001,,,1.0468145,0.22960322,173.88489,Cold,0,0.2429949
HIP 63242 b,2917.6611,,,0.57994425,195.12049,942.56985,Hot,0,0.076658517
HIP 65407 b,136.03039,,,0.1787346,22.125535,550.50207,Hot,0,0.10836744
HIP 65407 c,249.17715,,,0.3182752,6.9233685,412.13973,Hot,0,0.19108999
HIP 65426 b,2860.452,16.815,10.116748,92,0.002025203,54.045813,Cold,0,0.056600465
HIP 65891 b,1906.968,,,2.8337445,5.7037449,392.46309,Hot,0,0.21830815
HIP 67537 b,3527.8908,,,5.7645855,2.1465222,285.33772,Warm,0,0.34569819
HIP 67851 b,438.60264,,,0.460575,84.956259,773.10759,Hot,0,0.078490591
HIP 67851 c,1900.6115,,,3.875199,1.2485582,267.83328,Warm,0,0.39089745
HIP 70849 b,2860.452,,,25.426153,,,,0,
HIP 71135 b,18.799526,,,0.34238675,,,,0,
HIP 74890 b,762.78721,,,2.105145,3.7517619,354.24514,Hot,0,0.26709595
HIP 78530 b,7310.0441,,,740,,,,0,
HIP 79098 AB b,6515.4741,,,345,,,,0,
HIP 79431 b,667.43881,,,0.375138,0.2710413,180.84188,Warm,0,0.26884722
HIP 8541 b,1748.054,,,2.83584,3.3759421,343.66567,Hot,0,0.28395463
HIP 91258 b,346.43252,,,0.060012,182.93408,936.88435,Hot,0,0.071289786
HIP 97233 b,6356.5601,,,3.0244275,3.1489113,311.96914,Hot,0,0.29801341
HN Peg b,6991.8029,11.78171,50.370066,773,2.07E-06,9.6584895,Cold,0,0.074924735
HR 2562 b,9534.8401,12.4431,61.582346,20.3,,,,0,
HR 810 b,721.46957,,,0.929016,1.9745313,300.88568,Hot,0,0.34929904
HR 858 b,,2.08506,,0.05016,1034.3678,1419.6786,Hot,0,0.25172086
HR 858 c,,1.93933,,0.06861657,509.73256,1202.2508,Hot,0,0.26030067
HR 858 d,,2.16353,,0.10672584,224.52569,971.30416,Hot,0,0.25246562
HR 8799 b,2224.796,13.452,12.294659,68,,,,0,
HR 8799 c,3178.28,13.452,17.563798,38,,,,0,
HR 8799 d,3178.28,13.452,17.563798,24,,,,0,
HR 8799 e,3178.28,13.1157,18.476053,16.5845,,,,0,
IC 4651 9122 b,2002.3164,,,2.0710156,,,,0,
K2-10 b,26.999489,3.84503,1.8262325,0.14352417,48.143734,658.59256,Hot,0,0.20467836
K2-100 b,,3.5872,,0.0296,2202.9384,1745.4021,Hot,0,0.18873969
K2-101 b,,1.99538,,0.10942993,21.827518,549.63987,Hot,0,0.3133867
K2-102 b,,1.30036,,0.083186394,32.192719,605.71252,Hot,0,0.32911591
K2-104 b,,1.96175,,0.02309315,64.590917,721.15052,Hot,0,0.27702315
K2-105 b,,3.37421,,0.0796,104.37297,814.31404,Hot,0,0.2072188
K2-107 b,,15.98546,,0.0475,1755.641,1649.126,Hot,0,0.057637765
K2-108 b,,5.33596,,0.0581,807.98554,1358.3003,Hot,0,0.14460979
K2-11 b,,7.55554,,0.2257,406.44221,1143.9173,Hot,0,0.11193462
K2-110 b,,2.55588,,0.1027,25.709004,573.67539,Hot,0,0.27636471
K2-111 b,8.6004258,1.9057,2.3681591,0.0621,378.90833,1124.0314,Hot,0,0.26289272
K2-113 b,,12.14043,,0.0642,343.02651,1096.4197,Hot,0,0.076103864
K2-114 b,,10.67192,,0.0954,44.962534,659.71689,Hot,0,0.10514681
K2-115 b,,12.06196,,0.143,34.747745,618.5525,Hot,0,0.10321497
K2-116 b,,0.69502,,0.0480864,62.52258,715.91344,Hot,0,0.3034387
K2-117 b,,2.02901,,0.0189,132.90864,865.03407,Hot,0,0.26319595
K2-117 c,,2.06264,,0.0492,19.613116,536.14414,Hot,0,0.31598612
K2-118 b,,2.54467,,0.2499,4.0508676,358.68922,Hot,0,0.47333689
K2-119 b,,2.53346,,0.0698,46.795907,666.34152,Hot,0,0.25622496
K2-12 b,,2.33168,,0.0802,160.80318,907.23243,Hot,0,0.24660991
K2-120 b,,2.00659,,0.0787644,23.903665,561.2439,Hot,0,0.30793134
K2-121 b,,7.49949,,0.0525,64.478542,721.93602,Hot,0,0.12690273
K2-122 b,,1.21068,,0.0285,104.43064,814.4265,Hot,0,0.30304144
K2-123 b,,2.75766,,0.1649,3.0403635,336.41573,Hot,0,0.51326925
K2-124 b,,2.90339,,0.049,9.2193131,443.93517,Hot,0,0.33491963
K2-125 b,,2.17474,,0.1213872,1.7519822,292.75529,Hot,0,0.67474144
K2-126 b,,1.97296,,0.0656,31.179294,602.02078,Hot,0,0.29762375
K2-127 b,,8.37387,,0.0411,101.21789,808.08906,Hot,0,0.11116518
K2-128 b,,1.42367,,0.0574812,71.276035,732.78017,Hot,0,0.30143749
K2-129 b,,1.04253,,0.05748165,5.160509,382.76474,Hot,0,0.52222746
K2-13 b,,1.89449,,0.2114,12.857534,482.43002,Hot,0,0.3566964
K2-130 b,,1.25552,,0.0324624,175.1294,921.72656,Hot,0,0.29634804
K2-131 b,,1.70392,,0.0095,4226.16,2054.1464,Hot,0,0.26964828
K2-132 b,155.73572,14.573,0.73331456,0.087981497,941.47514,1411.2278,Hot,0,0.063143798
K2-133 b,,1.3452,,0.03194,33.165306,611.3866,Hot,0,0.32619918
K2-133 c,,1.60303,,0.04341,17.954539,524.43114,Hot,0,0.34663533
K2-133 d,,2.00659,,0.07487,6.0358463,399.32771,Hot,0,0.44126344
K2-133 e,,1.72634,,0.1346,1.8675134,297.82479,Hot,0,0.71495376
K2-136 b,,0.98648,,0.070998731,32.19985,605.74606,Hot,0,0.33547279
K2-136 c,,2.9146,,0.11941476,11.500968,467.6731,Hot,0,0.31267479
K2-136 d,,1.44609,,0.1551315,6.8424174,410.52338,Hot,0,0.45766781
K2-137 b,158.914,0.88559,202.62674,0.0058,766.71675,1340.6137,Hot,0,0.29343151
K2-138 b,,1.5694,,0.036544712,530.17511,1183.0826,Hot,0,0.27833739
K2-138 c,,2.52225,,0.046491208,292.53611,1035.8006,Hot,0,0.23410184
K2-138 d,,2.65677,,0.062392274,170.84501,899.26689,Hot,0,0.23119236
K2-138 e,,3.29574,,0.081943248,95.827955,781.76706,Hot,0,0.2111009
K2-138 f,,2.81371,,0.11120967,54.709706,674.86031,Hot,0,0.23984843
K2-139 b,,9.11373,,0.1796,17.88704,523.93755,Hot,0,0.15057923
K2-14 b,,4.80909,,0.0627,9.5121133,447.41873,Hot,0,0.263236
K2-140 b,,12.25253,,0.0687,197.09162,954.57916,Hot,0,0.077813671
K2-141 b,5.0788915,1.51335,2.2176355,0.007476579,3315.5401,1933.2298,Hot,0,0.27871225
K2-141 c,7.3990359,6.99504,0.15121495,0.068350353,39.671496,639.38811,Hot,0,0.14374756
K2-146 b,5.7717565,2.05143,1.3714962,0.026072706,19.320579,532.45783,Hot,0,0.31751544
K2-146 c,7.4943843,2.18595,1.5683952,0.034195385,11.047922,463.98709,Hot,0,0.35420005
K2-147 b,,1.37883,,0.0159,194.90836,951.92455,Hot,0,0.291111
K2-148 b,,1.33399,,0.0454,47.760939,669.75062,Hot,0,0.31438839
K2-148 c,,1.72634,,0.0616,25.943176,574.97729,Hot,0,0.31881468
K2-148 d,,1.63666,,0.0774,16.432462,512.94473,Hot,0,0.35115072
K2-149 b,,1.63666,,0.083,8.3116924,432.58084,Hot,0,0.41910857
K2-15 b,,2.47741,,0.091,34.67622,618.23394,Hot,0,0.26804078
K2-150 b,,1.99538,,0.0727,4.9192733,379.41994,Hot,0,0.47615343
K2-151 b,,1.49093,,0.0373,24.308255,565.69632,Hot,0,0.33402811
K2-152 b,,2.28684,,0.1716,3.0280172,336.07367,Hot,0,0.54901654
K2-153 b,,1.99538,,0.0614,14.591133,497.92871,Hot,0,0.34033121
K2-154 b,,1.99538,,0.0405,61.08345,712.23908,Hot,0,0.2764549
K2-154 c,,2.07385,,0.0677,21.860307,550.8825,Hot,0,0.30908616
K2-155 b,,1.80481,,0.0562,31.368563,602.93232,Hot,0,0.30625106
K2-155 c,,2.60072,,0.0946,11.070953,464.71978,Hot,0,0.3315287
K2-155 d,,1.9057,,0.1937,2.6406328,324.76702,Hot,0,0.61254915
K2-156 b,,1.15463,,0.0149,785.05846,1348.5604,Hot,0,0.29286912
K2-157 b,,1.05374,,0.009793799,6409.8679,2279.5923,Hot,0,0.29287171
K2-158 b,,2.64556,,0.0887,94.251152,793.81002,Hot,0,0.23770176
K2-158 c,,1.27794,,0.0622,191.66956,947.94512,Hot,0,0.2949347
K2-159 b,,2.26442,,0.1013,52.098463,684.46483,Hot,0,0.26647619
K2-16 b,,2.0178,,0.0667,,,,0,
K2-16 c,,2.54467,,0.1229,,,,0,
K2-160 b,,3.18364,,0.046542007,348.7928,1100.9987,Hot,0,0.20595139
K2-161 b,,6.12066,,0.086136269,487.4244,1197.076,Hot,0,0.13138876
K2-162 b,,1.43488,,0.0795,37.098104,628.75701,Hot,0,0.31821441
K2-163 b,,2.4662,,0.065176056,72.375601,743.09263,Hot,0,0.24994759
K2-164 b,,3.2509,,0.13859719,253.8864,1016.9621,Hot,0,0.20477972
K2-165 b,,1.27794,,0.032548317,391.20698,1133.0434,Hot,0,0.29122831
K2-165 c,,1.55819,,0.049245481,170.89561,921.14422,Hot,0,0.28429216
K2-165 d,,2.64556,,0.10732715,35.978615,623.95895,Hot,0,0.25888423
K2-166 b,,2.18595,,0.0858,,,,0,
K2-167 b,,2.82492,,0.091283067,438.70474,1165.9717,Hot,0,0.21943588
K2-168 b,,1.86086,,0.11832195,40.421978,642.39078,Hot,0,0.29419878
K2-169 b,,1.27794,,0.06708697,159.63707,905.58318,Hot,0,0.29638736
K2-17 b,,2.23079,,0.119,9.5988141,448.4348,Hot,0,0.36622763
K2-170 b,,1.42367,,0.074458463,169.42586,919.15729,Hot,0,0.29034378
K2-170 c,,1.80481,,0.10340674,87.843598,779.96019,Hot,0,0.27964665
K2-171 b,,2.6904,,0.059552444,567.78456,1243.6289,Hot,0,0.22450254
K2-172 b,,1.67029,,0.11260838,51.439249,682.28931,Hot,0,0.29708261
K2-172 c,,3.20606,,0.18286359,19.506598,535.4147,Hot,0,0.26191177
K2-173 b,,1.60303,,0.06100494,164.68499,912.65873,Hot,0,0.28247928
K2-174 b,,2.60072,,0.126,10.279127,456.17761,Hot,0,0.33877609
K2-175 b,,2.04022,,0.090488158,268.99103,1031.7616,Hot,0,0.25760249
K2-176 b,,1.49093,,0.058479884,168.20229,917.49326,Hot,0,0.28748943
K2-177 b,,2.11869,,0.12200615,119.08203,841.60143,Hot,0,0.25985267
K2-178 b,,3.55357,,0.081661481,99.166112,803.96239,Hot,0,0.20158161
K2-179 b,,2.51104,,0.054772665,112.00208,828.80323,Hot,0,0.2416688
K2-18 b,8.921432,2.36531,1.5946245,0.145758,1.0751122,257.45111,Warm,2,0.71198647
K2-18 c,7.5102757,,,0.066627,6.7694717,392.50507,Hot,0,0.3852748
K2-180 b,,2.30926,,0.0753,67.510997,730.27854,Hot,0,0.25871913
K2-181 b,,2.83613,,0.0706,203.55361,962.30915,Hot,0,0.22229883
K2-182 b,,2.75766,,0.0529,145.82721,885.32872,Hot,0,0.22807504
K2-183 b,,2.60072,,0.011533251,5879.9031,2230.9378,Hot,0,0.22638849
K2-183 c,,2.86976,,0.0932,90.041323,784.79346,Hot,0,0.22863701
K2-183 d,,2.85855,,0.1527,33.542515,613.11764,Hot,0,0.25181568
K2-184 b,,1.54698,,0.1229,26.795144,579.64078,Hot,0,0.32643199
K2-185 b,,1.31157,,0.093880734,90.242245,785.2309,Hot,0,0.3018565
K2-186 b,,3.17243,,0.23599082,17.292736,519.53025,Hot,0,0.27048728
K2-187 b,,1.30036,,0.0164,2550.1539,1810.4499,Hot,0,0.28744073
K2-187 c,,1.80481,,0.0392,446.35659,1171.0229,Hot,0,0.26739756
K2-187 d,,3.17243,,0.072,132.30891,864.05658,Hot,0,0.21218355
K2-187 e,,2.37652,,0.1106,56.071714,697.15744,Hot,0,0.25927772
K2-188 b,,1.3452,,0.0289,1938.7415,1690.5378,Hot,0,0.28599543
K2-188 c,,2.82492,,0.0785,262.7703,1025.744,Hot,0,0.22136986
K2-189 b,,1.52456,,0.0361,482.78562,1194.2177,Hot,0,0.28065217
K2-189 c,,2.49983,,0.068,136.0664,870.12698,Hot,0,0.2401712
K2-19 b,,7.74611,,0.074,105.20138,815.92505,Hot,0,0.11749348
K2-19 c,,4.86514,,0.0971,61.100731,712.28945,Hot,0,0.17207804
K2-19 d,,1.14342,,0.0344,486.81952,1196.7044,Hot,0,0.29420463
K2-190 b,,1.35641,,0.088261622,95.756823,796.9615,Hot,0,0.29929913
K2-190 c,,1.09858,,0.14640115,34.803631,618.80106,Hot,0,0.33156659
K2-191 b,,1.58061,,0.038050816,313.39809,1071.9363,Hot,0,0.27960498
K2-192 b,,1.52456,,0.049,182.05977,935.83311,Hot,0,0.28535246
K2-193 b,,3.94592,,0.1184,70.280307,737.65505,Hot,0,0.19394745
K2-194 b,,3.64325,,0.2358487,33.725299,613.95121,Hot,0,0.22147816
K2-195 b,,3.12759,,0.1208,64.103547,720.88406,Hot,0,0.22372758
K2-195 c,,2.5783,,0.17876143,29.27307,592.60045,Hot,0,0.26966397
K2-196 b,,3.59841,,0.27275464,38.13915,633.12237,Hot,0,0.21906708
K2-197 b,,2.55588,,0.0806,123.02612,848.48513,Hot,0,0.23860001
K2-198 b,,4.19254,,0.12029143,26.409735,577.54512,Hot,0,0.21342229
K2-198 c,,1.42367,,0.040744132,230.19891,992.36338,Hot,0,0.28819577
K2-198 d,,2.44378,,0.06928583,79.605773,760.99368,Hot,0,0.24941493
K2-199 b,,1.87207,,0.0385,130.45162,861.00819,Hot,0,0.27130317
K2-199 c,,2.78008,,0.0668,43.332927,653.65625,Hot,0,0.2471502
K2-200 b,,1.36762,,0.037401905,299.74941,1060.0699,Hot,0,0.28906653
K2-201 b,,1.40125,,0.020063799,1585.2143,1607.5589,Hot,0,0.28396844
K2-201 c,,3.28453,,0.15510801,26.524415,578.17108,Hot,0,0.24360685
K2-202 b,,2.29805,,0.043838816,350.96158,1102.7062,Hot,0,0.2438342
K2-203 b,,1.36762,,0.082240703,47.821393,669.96245,Hot,0,0.31302999
K2-204 b,,3.04912,,0.072218234,262.38575,1025.3685,Hot,0,0.21229032
K2-205 b,,1.99538,,0.17170806,42.659521,651.10181,Hot,0,0.28553969
K2-206 b,,2.79129,,0.12558364,21.222941,546.82241,Hot,0,0.27496967
K2-207 b,,2.60072,,0.10316577,67.696922,730.78082,Hot,0,0.24493364
K2-208 b,,1.6815,,0.049645366,261.02821,1024.0396,Hot,0,0.27564363
K2-209 b,,0.86317,,0.028843498,269.44955,1032.201,Hot,0,0.29620393
K2-21 b,,1.83844,,0.07638,20.92995,543.90016,Hot,0,0.32428845
K2-21 c,,2.48862,,0.10935935,10.74581,457.39868,Hot,0,0.34025562
K2-210 b,,0.81833,,0.013038418,3228.23,1920.3749,Hot,0,0.28980857
K2-211 b,,1.37883,,0.014350352,2173.732,1739.588,Hot,0,0.28462519
K2-212 b,,2.52225,,0.0785,20.459783,541.83888,Hot,0,0.28969334
K2-213 b,,1.51335,,0.080921172,222.04489,983.45638,Hot,0,0.28450558
K2-214 b,,2.43257,,0.0834,243.99159,1006.9053,Hot,0,0.23910666
K2-215 b,,2.11869,,0.080014293,139.38468,875.38413,Hot,0,0.25825236
K2-216 b,7.9997308,1.74876,2.6158627,0.028,243.5821,1006.4826,Hot,0,0.27270579
K2-217 b,,3.57599,,0.11774151,144.92953,883.96308,Hot,0,0.19698245
K2-218 b,,2.56709,,0.083994073,142.30463,879.93313,Hot,0,0.23669035
K2-219 b,,1.3452,,0.048810682,583.35149,1252.0668,Hot,0,0.28766839
K2-219 c,,1.43488,,0.069773795,285.47979,1047.222,Hot,0,0.28656269
K2-219 d,,2.5783,,0.098226573,144.04629,882.61322,Hot,0,0.23607586
K2-22 b,444.9592,2.49983,71.203155,0.0088,808.85022,1358.6636,Hot,0,0.23230327
K2-220 b,,2.38773,,0.1104,78.490405,758.31396,Hot,0,0.25229932
K2-221 b,,1.6815,,0.03518154,697.38892,1309.2231,Hot,0,0.27237636
K2-222 b,,2.38773,,0.1211,97.76208,801.10145,Hot,0,0.2490976
K2-223 b,,0.88559,,0.0127,6311.2449,2270.7727,Hot,0,0.29181643
K2-223 c,,1.5694,,0.0549,337.73634,1092.1678,Hot,0,0.27981377
K2-224 b,,1.55819,,0.0516,236.86074,999.46636,Hot,0,0.28206402
K2-224 c,,2.41015,,0.0886,80.338744,762.73938,Hot,0,0.25085963
K2-225 b,,3.48631,,0.134,156.75798,901.47216,Hot,0,0.19939327
K2-226 b,,1.53577,,0.0413,376.48706,1122.2314,Hot,0,0.28094751
K2-227 b,,1.67029,,0.10970871,61.071358,712.20383,Hot,0,0.29303251
K2-228 b,,1.21068,,0.0338,163.76035,911.37497,Hot,0,0.29823369
K2-229 b,,1.14342,,0.0131,2600.2393,1819.2745,Hot,0,0.29185453
K2-229 c,,2.02901,,0.0769,75.457641,750.88031,Hot,0,0.27069342
K2-230 b,,1.96175,,0.0409,1292.6444,1527.6177,Hot,0,0.25758647
K2-231 b,,2.49983,,0.11317413,66.40739,727.27559,Hot,0,0.2499369
K2-232 b,126.49555,11.21,1.0066164,0.10700668,166.88152,903.99869,Hot,0,0.084700676
K2-233 b,,1.40125,,0.03317,267.72069,1030.5413,Hot,0,0.28827934
K2-233 c,,1.33399,,0.06687,65.873424,725.8092,Hot,0,0.30661806
K2-233 d,,2.64556,,0.1527,12.63266,480.30666,Hot,0,0.31740921
K2-237 b,392.83541,18.40682,1.1594529,0.0353,1894.6629,1680.8459,Hot,0,0.050684848
K2-238 b,273.33208,14.573,1.2870419,0.046,1075.4762,1458.9658,Hot,0,0.063003108
K2-239 b,,1.09858,,0.0441,8.1680971,430.70026,Hot,0,0.44615007
K2-239 c,,0.99769,,0.0576,4.7879886,376.86273,Hot,0,0.53722843
K2-239 d,,1.09858,,0.0685,3.3854541,345.58043,Hot,0,0.61393989
K2-24 b,18.999758,5.40322,0.65079284,0.15206909,52.475672,685.23699,Hot,0,0.16349814
K2-24 c,15.398767,7.49949,0.27379309,0.24370324,20.472186,541.42229,Hot,0,0.1612087
K2-240 b,,1.99538,,0.0513,20.91902,544.85413,Hot,0,0.31579887
K2-240 c,,1.80481,,0.1159,4.0983514,362.49098,Hot,0,0.52478781
K2-241 b,,2.54467,,0.1567,15.735355,507.41587,Hot,0,0.30531849
K2-242 b,,2.54467,,0.0494,7.1951598,417.25834,Hot,0,0.38300591
K2-243 b,,2.17474,,0.1087,272.97359,1035.5595,Hot,0,0.25087605
K2-243 c,,2.00659,,0.1817,97.694445,800.96286,Hot,0,0.26789041
K2-244 b,,1.74876,,0.1418,39.173053,637.37021,Hot,0,0.3010327
K2-245 b,,4.33827,,0.0959,171.42951,921.86283,Hot,0,0.17295852
K2-246 b,,3.48631,,0.0602,216.37288,977.11485,Hot,0,0.1972485
K2-247 b,,2.11869,,0.0304,218.97315,980.03735,Hot,0,0.25482622
K2-247 c,,2.18595,,0.0615,53.504191,689.03592,Hot,0,0.26975244
K2-248 b,,2.56709,,0.0699,144.93794,883.97591,Hot,0,0.23652769
K2-249 b,,2.79129,,0.1151,298.30425,1058.7898,Hot,0,0.22221051
K2-25 b,,3.43026,,0.03085237,9.0312835,435.46647,Hot,0,0.31373637
K2-250 b,,2.44378,,0.0459,199.64911,957.6609,Hot,0,0.23976038
K2-251 b,,2.3541,,0.0694,8.5257405,435.33936,Hot,0,0.37264327
K2-252 b,,1.73755,,0.1041,39.16682,637.34486,Hot,0,0.30161559
K2-253 b,,12.6673,,0.0506,558.69881,1238.6236,Hot,0,0.072204094
K2-254 b,,1.62545,,0.0448,92.009135,789.04659,Hot,0,0.28788787
K2-254 c,,2.18595,,0.0923,21.676221,549.71907,Hot,0,0.30359923
K2-255 b,,2.90339,,0.0274,271.63374,1034.2865,Hot,0,0.21796417
K2-256 b,,2.63435,,0.0578,121.05183,845.0604,Hot,0,0.23523816
K2-257 b,,0.82954,,0.0216,92.432832,789.9534,Hot,0,0.30490019
K2-258 b,,3.00428,,0.149,112.67489,830.04511,Hot,0,0.2203667
K2-259 b,,2.32047,,0.1271,95.446112,796.31422,Hot,0,0.25263732
K2-26 b,,2.66798,,0.0962,5.3728996,387.87974,Hot,0,0.41792615
K2-260 b,451.31576,17.39792,1.4910281,0.0404,2576.5509,1815.1169,Hot,0,0.05320271
K2-261 b,70.875645,9.5285,0.78063486,0.1097571,239.32164,971.90935,Hot,0,0.094575045
K2-263 b,14.80125,2.41015,2.5480635,0.25982154,8.1996498,429.52093,Hot,0,0.37411723
K2-264 b,,2.23079,,0.05023,14.0761,493.47539,Hot,0,0.33014708
K2-264 c,,2.66798,,0.11283,2.789713,329.25683,Hot,0,0.53641913
K2-265 b,6.5409003,1.71513,2.2235323,0.033879105,681.78039,1300.1089,Hot,0,0.27078026
K2-266 b,11.267003,3.29574,1.0372955,0.01306,867.7641,1382.7553,Hot,0,0.19968494
K2-266 c,0.28922348,0.70623,0.57988413,0.067959888,32.131564,606.36497,Hot,0,0.32451597
K2-266 d,8.8991841,2.92581,1.0395801,0.10361432,13.832082,491.11901,Hot,0,0.2967443
K2-266 e,14.299082,2.73524,1.911249,0.12501547,9.4965319,447.08024,Hot,0,0.34005981
K2-268 b,,1.41246,,0.0308,379.07299,1124.1535,Hot,0,0.28630036
K2-268 c,,2.6904,,0.0819,53.611317,689.38055,Hot,0,0.24570923
K2-269 b,,1.5694,,0.0531,992.93827,1430.1299,Hot,0,0.27712733
K2-27 b,30.899238,4.484,1.5367972,0.069131164,123.8128,839.58401,Hot,0,0.17180369
K2-270 b,,1.37883,,0.0247,492.59184,1200.2362,Hot,0,0.28681235
K2-270 c,,2.94823,,0.0497,121.66575,846.12981,Hot,0,0.22181502
K2-271 b,,7.27529,,0.077,150.28845,892.02353,Hot,0,0.12000589
K2-272 b,,2.9146,,0.1081,43.379436,653.83157,Hot,0,0.24134653
K2-273 b,,4.41674,,0.0974,48.723971,673.10153,Hot,0,0.18788862
K2-274 b,,2.19716,,0.1064,28.522437,588.76443,Hot,0,0.28960993
K2-275 b,,2.242,,0.04,159.99885,906.09581,Hot,0,0.25097644
K2-275 c,,2.34289,,0.075,45.510784,661.71882,Hot,0,0.26609856
K2-276 b,,3.76656,,0.1291,27.08872,581.22198,Hot,0,0.22555184
K2-277 b,,2.07385,,0.0675,200.99014,959.265,Hot,0,0.25759156
K2-278 b,,2.98186,,0.0488,2020.8943,1708.1689,Hot,0,0.21077571
K2-279 b,,1.21068,,0.067,140.86727,877.70271,Hot,0,0.29961238
K2-28 b,,2.32047,,0.0214,17.556607,521.50089,Hot,0,0.30927379
K2-280 b,,7.66764,,0.1488,72.070158,742.30738,Hot,0,0.1231411
K2-281 b,,8.1833,,0.0773,46.436483,665.05833,Hot,0,0.12555388
K2-282 b,,2.82492,,0.0499,,,,0,
K2-283 b,,3.51994,,0.0291,466.37197,1183.9354,Hot,0,0.19306625
K2-284 b,,2.78008,,0.047855134,43.157473,652.24715,Hot,0,0.24726388
K2-285 b,9.681041,2.58951,1.443733,0.03817,235.10986,997.6142,Hot,0,0.23213908
K2-285 c,15.678455,3.53115,1.2573927,0.0824,50.449951,678.98487,Hot,0,0.2139301
K2-285 d,6.4995827,2.47741,1.0589847,0.1178,24.684514,567.87279,Hot,0,0.28207488
K2-285 e,10.701269,1.95054,2.8127138,0.18041,10.524318,458.87394,Hot,0,0.37277921
K2-286 b,,2.09627,,0.1768,2.6176326,324.0575,Hot,0,0.5966982
K2-287 b,100.11582,9.49487,1.1105156,0.13437759,84.462519,736.38798,Hot,0,0.10308263
K2-288 B b,,1.9057,,0.164,0.4250175,205.70584,Warm,2,0.63947201
K2-289 b,,9.10252,,0.107,76.086533,752.43997,Hot,0,0.10780192
K2-29 b,232.01444,13.3399,1.3037967,0.042261846,307.7777,1066.2249,Hot,0,0.070592185
K2-290 b,10.901501,3.06033,1.1639914,0.0923,378.22718,1123.5259,Hot,0,0.21039111
K2-290 c,245.99887,11.27726,1.9343093,0.305,34.638291,618.06482,Hot,0,0.10791193
K2-291 b,6.4900478,1.59182,2.5612972,0.03261,633.61927,1278.2094,Hot,0,0.2768656
K2-293 b,,2.45499,,0.10738518,65.671332,725.25188,Hot,0,0.25225269
K2-294 b,,1.65908,,0.035958022,989.76067,1428.9843,Hot,0,0.27288192
K2-295 b,106.47238,10.05537,1.0530303,0.0451,84.183668,771.70599,Hot,0,0.09874913
K2-3 b,,2.17474,,0.0769,10.946816,463.41156,Hot,0,0.35574521
K2-3 c,,1.84965,,0.1399,3.3075397,343.5747,Hot,0,0.5664846
K2-3 d,,1.51335,,0.2076,1.5020549,282.04367,Warm,2,0.79753887
K2-30 b,184.02241,11.64719,1.3565269,0.04839,233.84869,996.27365,Hot,0,0.080279382
