P_NAME,P_MASS,P_RADIUS,P_GRAVITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE_TEMP,P_HABITABLE,P_ESI
HATS-44 b,177.98368,11.96107,1.2440565,0.037910209,337.15586,1075.3384,Hot,0,0.077123898
HATS-45 b,222.4796,14.41606,1.0705255,0.056697168,902.59232,1381.0494,Hot,0,0.063800363
HATS-46 b,54.984245,10.12263,0.53660107,0.062055428,247.11081,943.45879,Hot,0,0.089876699
HATS-5 b,75.325237,10.22352,0.72067524,0.054209783,182.73471,936.63584,Hot,0,0.090684947
HATS-50 b,123.95292,12.6673,0.7724825,0.057177639,663.38433,1221.7136,Hot,0,0.071901711
HATS-51 b,244.09191,15.8061,0.97702106,0.048915936,1005.2829,1404.1449,Hot,0,0.058675907
HATS-52 b,711.93473,15.49222,2.9662849,0.025735845,2130.7651,1710.8826,Hot,0,0.059177997
HATS-53 b,189.10766,15.0214,0.83808545,0.050118009,515.84971,1188.4219,Hot,0,0.062398556
HATS-54 b,241.54928,11.96107,1.6883624,0.037928707,1174.7677,1487.0699,Hot,0,0.074852622
HATS-55 b,292.71959,14.02371,1.4884215,0.054349036,584.87184,1250.8878,Hot,0,0.066013905
HATS-56 b,191.33246,18.92248,0.53435827,0.060440908,2167.4815,1738.2185,Hot,0,0.04935392
HATS-57 b,1000.2047,12.76819,6.1352212,0.034943693,659.65816,1290.954,Hot,0,0.071417493
HATS-58 A b,327.36284,12.27495,2.1726507,0.058798214,1465.2402,1567.8192,Hot,0,0.073001435
HATS-59 b,256.16937,12.62246,1.6078265,0.061628549,270.37393,1029.8439,Hot,0,0.074463191
HATS-59 c,4036.4156,,,2.512625,0.16029501,160.99496,Cold,0,0.21076137
HATS-6 b,101.38713,11.18758,0.81004758,0.03623,42.652096,651.07348,Hot,0,0.1030073
HATS-60 b,210.40214,12.92513,1.2594482,0.047938763,918.81835,1392.9479,Hot,0,0.070206009
HATS-61 b,1080.6152,13.39595,6.0217682,0.079414667,374.01011,1118.5979,Hot,0,0.069729325
HATS-62 b,56.891213,11.82655,0.40675139,0.043478455,403.04213,1121.9262,Hot,0,0.077345017
HATS-63 b,305.11488,13.53047,1.666624,0.040632324,640.42796,1277.1574,Hot,0,0.067949774
HATS-64 b,305.11488,18.82159,0.86129271,0.066368101,1729.081,1635.7763,Hot,0,0.049718486
HATS-65 b,260.93679,16.82621,0.92164295,0.045056432,1182.5794,1492.9283,Hot,0,0.055324899
HATS-66 b,1694.0233,15.81731,6.7710202,0.047236543,2636.5871,1824.1952,Hot,0,0.057987
HATS-67 b,460.8506,18.88885,1.2916627,0.030369255,3826.993,2002.6007,Hot,0,0.049224093
HATS-68 b,409.99812,13.81072,2.1495583,0.05074286,1524.4458,1591.5391,Hot,0,0.065778424
HATS-69 b,183.38676,10.59345,1.6341545,0.036434591,548.22674,1163.9624,Hot,0,0.084175795
HATS-7 b,38.13936,6.31123,0.95751456,0.040699734,228.85769,985.49338,Hot,0,0.13097739
HATS-70 b,4099.9812,15.51464,17.033287,0.036908384,9650.6704,2509.6267,Hot,0,0.058712969
HATS-8 b,43.860264,9.78633,0.4579642,0.049969009,548.5952,1198.6485,Hot,0,0.089979155
HATS-9 b,,13.85556,,0.0312,2201.2559,1745.0687,Hot,0,0.065374365
HD 100546 b,,77.349,,53,,,,0,
HD 100655 b,511.70308,,,0.682754,112.67394,828.77937,Hot,0,0.075885647
HD 100777 b,327.36284,,,1.096744,0.91762263,243.01291,Warm,0,0.388026
HD 10180 c,13.221645,,,0.064290848,328.66366,1083.6721,Hot,0,0.18831647
HD 10180 d,12.013899,,,0.12969337,82.209661,764.65925,Hot,0,0.2060965
HD 10180 e,25.585154,,,0.270251,18.524147,528.28395,Hot,0,0.19939673
HD 10180 f,22.947182,,,0.49638998,5.5867316,390.63779,Hot,0,0.31522181
HD 10180 g,23.26501,,,1.4763521,0.68595413,228.7781,Warm,0,0.50472076
HD 10180 h,65.663265,,,3.3962568,0.11842864,149.20087,Cold,0,0.20102448
HD 101930 b,79.457001,,,0.301815,5.0430132,380.91411,Hot,0,0.24723159
HD 102117 b,54.03076,,,0.15108,62.057809,713.12266,Hot,0,0.11686108
HD 102195 b,130.30948,,,0.05,190.28632,946.23019,Hot,0,0.068925563
HD 102272 b,1570.0703,,,0.5106375,192.62309,948.67658,Hot,0,0.075020202
HD 102329 b,2593.4765,,,1.8499105,13.673922,485.80098,Hot,0,0.14191937
HD 102329 c,483.09856,,,3.1865023,4.6056704,370.12104,Hot,0,0.23936084
HD 102365 b,15.8914,,,0.486588,2.8307461,323.00689,Hot,0,0.45237351
HD 102843 b,113.90002,,,4.0986477,,,,0,
HD 102956 b,305.11488,,,0.080755239,1760.0398,1649.7342,Hot,0,0.065766402
HD 103197 b,28.60452,,,0.25,8.4335648,434.1579,Hot,0,0.25142214
HD 103720 b,197.05336,,,0.04998416,122.4233,846.26575,Hot,0,0.072671979
HD 103774 b,116.64288,,,0.0702835,650.76046,1284.8083,Hot,0,0.068810138
HD 103949 b,11.200259,,,0.44692395,,,,0,
HD 104067 b,50.85248,,,0.26,4.311793,367.12113,Hot,0,0.29279435
HD 10442 b,472.61024,,,2.0275111,0.50545133,214.10921,Warm,0,0.34748821
HD 104985 b,2637.9724,,,0.9538475,68.23448,731.1122,Hot,0,0.086351871
HD 106252 b,2202.5481,,,2.910672,0.2159714,165.518,Cold,0,0.24368423
HD 106270 b,3219.5977,,,3.3971558,0.53261341,216.23194,Warm,0,0.36070479
HD 106315 b,12.598702,2.44378,2.1096072,0.091092232,296.23638,1055.2312,Hot,0,0.23765085
HD 106315 c,15.198535,4.34948,0.80339117,0.15731712,105.42826,808.83506,Hot,0,0.17695376
HD 10647 b,298.75832,,,2.0376687,0.40370897,202.21444,Warm,0,0.3186377
HD 106515 A b,3054.3271,,,5.3408873,0.11247406,137.2788,Cold,0,0.1749498
HD 106906 b,3496.108,,,650,,,,0,
HD 10697 b,2028.6961,,,2.15164,0.61986119,225.59453,Warm,0,0.37382064
HD 107148 b,66.743881,,,0.26933625,15.218038,502.95688,Hot,0,0.15540807
HD 108147 b,82.953109,,,0.1163259,139.6952,824.63247,Hot,0,0.08785251
HD 108341 b,1112.398,,,2.7225,0.18264578,133.78227,Cold,0,0.22127026
HD 108863 b,767.2368,,,1.3206758,9.5974139,448.3323,Hot,0,0.1642234
HD 108874 b,451.31576,,,1.048788,0.90584486,247.7549,Warm,0,0.38905139
HD 108874 c,314.64972,,,2.7349424,0.14149943,154.54892,Cold,0,0.18969571
HD 109246 b,273.33208,,,0.332376,11.066717,463.41472,Hot,0,0.15003247
HD 109271 b,17.162712,,,0.08146875,249.94859,1000.872,Hot,0,0.17149526
HD 109271 c,24.154928,,,0.198205,39.76674,637.05228,Hot,0,0.17286905
HD 109749 b,85.813561,,,0.0615,405.64258,1143.3542,Hot,0,0.081435462
HD 110014 b,3524.7126,,,2.3683851,37.616286,603.66695,Hot,0,0.099289411
HD 111232 b,2269.2919,,,2.0094,0.17617425,163.80114,Cold,0,0.21942755
HD 111591 b,1398.4432,,,2.5845,5.4467972,384.15952,Hot,0,0.22260867
HD 111998 b,1433.4043,,,1.820819,1.0517152,257.95628,Warm,0,0.39449159
HD 113337 b,899.45325,,,1.017336,5.0179683,364.98008,Hot,0,0.23088469
HD 113538 b,114.41808,,,1.252152,0.065525996,128.42185,Cold,0,0.13196937
HD 113538 c,295.58004,,,2.4888,0.017101861,91.430725,Cold,0,0.082930469
HD 113996 b,2002.3164,,,1.66272,70.241139,726.41804,Hot,0,0.085149366
HD 114386 b,362.32392,,,1.7757585,0.097178653,140.80904,Cold,0,0.15640779
HD 114613 b,113.4646,,,5.9000699,0.16390027,155.22609,Cold,0,0.2085639
HD 114729 b,262.2081,,,2.0734501,0.53020358,217.14308,Warm,0,0.35055251
HD 114762 b,3397.5814,,,0.380808,12.559669,468.79299,Hot,0,0.14835375
HD 114783 b,349.6108,,,1.1720269,,,,0,
HD 114783 c,194.19291,,,4.9155417,,,,0,
HD 11506 b,1535.1093,,,3.1031457,0.27273925,179.03332,Cold,0,0.27251519
HD 11506 c,129.67383,,,0.78841536,3.6185,348.89525,Hot,0,0.26670987
HD 116029 b,444.9592,,,1.65,4.2439102,365.66758,Hot,0,0.24937165
HD 116029 c,403.64156,,,1.7241985,3.894935,357.80984,Hot,0,0.2600915
HD 117207 b,612.13673,,,3.8336729,0.078182554,134.08926,Cold,0,0.14207211
HD 11755 b,1789.3717,,,1.1096745,112.46708,823.97839,Hot,0,0.079276747
HD 117618 b,55.302073,,,0.182025,41.38244,643.42673,Hot,0,0.12415447
HD 118203 b,886.74013,,,0.0733635,965.0341,1393.5339,Hot,0,0.069057152
HD 119130 b,24.501361,2.63435,3.5305572,0.130104,67.718077,730.61854,Hot,0,0.24340763
HD 11964 b,197.68902,,,3.162656,0.21017837,172.44671,Cold,0,0.2325559
HD 11964 c,25.044847,,,0.239305,41.918448,636.97529,Hot,0,0.16911754
HD 11977 b,2078.5951,,,2.0844,16.302052,495.67653,Hot,0,0.13078847
HD 120084 b,1430.226,,,5.23654,3.0725128,304.38148,Hot,0,0.29585163
HD 121504 b,479.92028,,,0.3301485,12.434508,478.33123,Hot,0,0.14329122
HD 12484 b,947.12745,,,0.29772765,7.7348231,424.48043,Hot,0,0.18413214
HD 125595 b,6.3565601,,,0.08,37.122212,628.85913,Hot,0,0.26936269
HD 125612 b,985.26681,,,1.5142065,0.68604546,222.15331,Warm,0,0.37908459
HD 125612 c,17.48054,,,0.052462906,419.25234,1152.3066,Hot,0,0.16833399
HD 125612 d,2313.7879,,,4.0878838,0.07023723,130.81624,Cold,0,0.1390396
HD 12648 b,622.94289,,,0.540432,204.07882,962.64026,Hot,0,0.072228559
HD 126525 b,75.325237,,,1.8381252,0.25780358,181.49612,Cold,0,0.28389056
HD 12661 b,772.32205,,,0.900648,2.0073031,294.61279,Hot,0,0.34769401
HD 12661 c,575.90434,,,2.8158524,0.16546769,162.45943,Cold,0,0.20803241
HD 126614 b,130.30948,,,2.5691985,0.29288772,181.15305,Cold,0,0.27414614
HD 128311 b,562.23774,,,1.1337605,,,,0,
HD 128311 c,1204.2503,,,1.7619945,,,,0,
HD 128356 b,282.86692,,,1.0113315,0.58789859,207.69487,Warm,0,0.3612769
HD 129445 b,508.5248,,,3.6105,,,,0,
HD 130322 b,365.5022,,,0.092538896,63.740231,719.7469,Hot,0,0.082044016
HD 131496 b,572.09041,,,2.0429248,2.4514848,316.80851,Hot,0,0.32227696
HD 131664 b,6076.8714,,,3.819216,0.16311557,147.24621,Cold,0,0.21403415
HD 13167 b,1052.0107,,,4.7497864,0.3810089,186.73702,Cold,0,0.31565956
HD 13189 b,3480.2166,,,1.2955625,266.94382,1015.3653,Hot,0,0.075684396
HD 132406 b,1709.9147,,,2.094444,0.48804095,208.13764,Warm,0,0.34837343
HD 132563 b,473.56372,,,2.683404,0.21623449,172.12817,Cold,0,0.23878888
HD 133131 A b,451.31576,,,1.518408,0.54794413,214.54773,Warm,0,0.35604313
HD 133131 A c,133.48776,,,5.0290245,0.061031435,120.40471,Cold,0,0.12283576
HD 133131 B b,794.57001,,,7.2942075,0.033595787,100.26347,Cold,0,0.10201802
HD 134060 b,10.10693,,,0.0488955,714.19475,1263.2608,Hot,0,0.20514572
HD 134060 c,29.303742,,,2.4072764,0.22094219,174.27063,Cold,0,0.32473332
HD 134987 b,511.70308,,,0.8314245,2.2608769,309.24811,Hot,0,0.3320308
HD 134987 c,260.61896,,,5.84176,0.043225353,115.85099,Cold,0,0.10823395
HD 136352 b,4.7992028,,,0.09431532,96.354286,795.24925,Hot,0,0.26661284
HD 136352 c,10.806152,,,0.16673328,30.009873,596.11572,Hot,0,0.23864276
HD 136352 d,8.5813561,,,0.41447184,4.90403,378.54833,Hot,0,0.42109016
HD 136418 b,680.15193,,,1.3303125,4.9222221,374.93516,Hot,0,0.23231106
HD 13724 b,8508.2556,,,13.11672,0.008411024,75.413445,Cold,0,0.083176017
HD 137388 b,63.565601,,,0.947672,0.67650172,225.18037,Warm,0,0.41378473
HD 13908 b,274.92122,,,0.1540308,161.31557,907.88617,Hot,0,0.07146311
HD 13908 c,1630.4577,,,2.044616,0.93495008,249.84015,Warm,0,0.39482391
HD 13931 b,699.22161,,,5.15103,0.062552611,127.40125,Cold,0,0.12874342
HD 139357 b,3102.0013,,,2.3718,10.379234,456.42399,Hot,0,0.16209987
HD 1397 b,131.89862,11.50146,0.99708987,0.1131556,391.29881,1119.4376,Hot,0,0.079277181
HD 14067 b,2479.0584,,,3.8829513,7.5705918,397.5608,Hot,0,0.18919001
HD 141399 b,143.34043,,,0.415332,7.8645857,426.5142,Hot,0,0.17699148
HD 141399 c,422.71124,,,0.68979373,2.8542156,331.00061,Hot,0,0.30137406
HD 141399 d,375.03704,,,2.0957224,0.31068775,190.0111,Cold,0,0.28499757
HD 141399 e,209.76648,,,5.169,0.056063885,122.36215,Cold,0,0.11955937
HD 141937 b,3079.7533,,,1.626075,0.54991735,212.05315,Warm,0,0.36392572
HD 142 b,397.285,,,1.034739,2.8722403,329.85079,Hot,0,0.30032612
HD 142 c,1684.4884,,,6.94994,0.065137192,127.62694,Cold,0,0.13358204
HD 142022 A b,1411.1563,,,3.3415185,0.11495902,139.66926,Cold,0,0.17449948
HD 142245 b,975.73197,,,2.78,1.4585707,279.97985,Warm,0,0.37899887
HD 142415 b,530.77276,,,1.1925,1.2398203,255.01876,Warm,0,0.38601273
HD 143105 b,384.57188,,,0.037992855,1825.3087,1663.7159,Hot,0,0.066341267
HD 143361 b,1122.5685,,,2.0265761,0.18000601,164.72268,Cold,0,0.21961782
HD 145377 b,1913.3246,,,0.4716225,6.7117492,402.43042,Hot,0,0.20053291
HD 145457 b,708.75645,,,0.764598,89.339957,781.47658,Hot,0,0.079165233
HD 145934 b,724.64785,,,4.6064607,,,,0,
HD 1461 b,6.4391953,,,0.064337813,290.68885,1046.0738,Hot,0,0.23882412
HD 1461 c,5.5905946,,,0.11689545,96.86834,784.87348,Hot,0,0.25699041
HD 147018 b,673.79537,,,0.26501856,15.074923,479.62565,Hot,0,0.13201288
HD 147018 c,2084.9517,,,1.9389991,0.2074221,171.35918,Cold,0,0.23850798
HD 147379 b,28.55049,,,0.32379135,,,,0,
HD 147513 b,384.57188,,,1.364616,0.59849127,221.1774,Warm,0,0.36410787
HD 14787 b,356.28519,,,1.7204213,4.7137154,373.68807,Hot,0,0.2355334
HD 147873 b,1633.6359,,,0.53318359,22.418553,549.84817,Hot,0,0.11461446
HD 147873 c,731.00441,,,1.395972,3.320191,340.4306,Hot,0,0.2831365
HD 148156 b,270.1538,,,2.78124,0.40509002,191.85644,Cold,0,0.31872004
HD 148164 b,390.92844,,,1.1640785,2.667974,301.56646,Hot,0,0.30997965
HD 148164 c,1639.9925,,,6.1980469,0.056756167,123.98448,Cold,0,0.12593091
HD 148284 b,10710.804,,,1.0477919,2.1648043,299.77051,Hot,0,0.3491455
HD 148427 b,413.1764,,,1.053312,7.9720902,426.02046,Hot,0,0.17878275
HD 149026 b,120.77464,8.2954,1.7550969,0.044475466,1312.6793,1533.5028,Hot,0,0.10196578
HD 149143 b,422.71124,,,0.053007391,777.9053,1345.4076,Hot,0,0.06737408
HD 1502 b,874.02701,,,1.2626064,7.3515704,419.43208,Hot,0,0.18883243
HD 150706 b,861.31389,,,7.18374,0.025108606,98.526717,Cold,0,0.093865535
HD 152079 b,845.74032,,,4.7795107,0.09383291,132.68595,Cold,0,0.15613515
HD 152581 b,594.02054,,,1.661328,5.4901216,389.86121,Hot,0,0.21896315
HD 15337 b,7.5102757,1.63666,2.8037478,0.05241141,168.45584,916.44114,Hot,0,0.28068107
HD 15337 c,8.1109706,2.38773,1.4226642,0.1269585,28.468597,588.21028,Hot,0,0.28004563
HD 153950 b,937.59261,,,1.353984,1.3400006,267.92473,Warm,0,0.38436871
HD 154345 b,260.61896,,,4.213368,0.032675636,108.28556,Cold,0,0.098112698
HD 154672 b,1706.7364,,,0.71163,5.9531117,365.81166,Hot,0,0.21312682
HD 154857 b,778.67861,,,1.426482,3.1298825,324.35395,Hot,0,0.291232
HD 154857 c,819.99625,,,5.369648,0.16126285,161.33733,Cold,0,0.20631092
HD 155233 b,826.35281,,,2.0016,3.4327253,346.67641,Hot,0,0.27911956
HD 155358 b,314.64972,,,0.6391035,5.3041201,384.51711,Hot,0,0.22099318
HD 155358 c,260.61896,,,1.033056,2.0200283,302.25728,Hot,0,0.34294534
HD 156279 b,3140.1407,,,0.6135045,4.2285224,322.48872,Hot,0,0.25638096
HD 156279 c,2733.3208,,,5.1333148,0.029394121,104.41517,Cold,0,0.10135548
HD 156411 b,235.19272,,,1.925496,1.4691336,277.89839,Warm,0,0.37292678
HD 156668 b,4.131764,,,0.05,102.79703,811.22263,Hot,0,0.27446548
HD 156846 b,3391.2248,,,1.5246,6.7328274,329.64425,Hot,0,0.20204087
HD 158038 b,486.27684,,,1.563075,4.7005882,369.04404,Hot,0,0.23686255
HD 158996 b,4449.592,,,2.117745,142.11435,876.83581,Hot,0,0.079868068
HD 159243 b,359.14564,,,0.110022,130.58198,861.1586,Hot,0,0.073685155
HD 159243 c,603.87321,,,0.80225,2.4752932,319.2217,Hot,0,0.32123564
HD 159868 b,704.94251,,,2.3206682,0.70852245,233.7149,Warm,0,0.37999247
HD 159868 c,244.09191,,,1.0494697,3.6418676,349.68647,Hot,0,0.26722874
HD 1605 b,296.85135,,,1.4987326,2.8738533,331.1489,Hot,0,0.29924985
HD 1605 c,1150.5374,,,3.6015634,0.49823742,213.64984,Warm,0,0.3492271
HD 160691 b,532.67973,,,1.5092634,,,,0,
HD 160691 c,576.54,,,5.2603956,,,,0,
HD 160691 d,10.555068,,,0.092285184,,,,0,
HD 160691 e,165.87443,,,0.92304258,,,,0,
HD 16141 b,82.635281,,,0.37125,17.179335,512.46883,Hot,0,0.13867887
HD 16175 b,1620.9228,,,2.5016,0.94336344,231.5749,Warm,0,0.39491545
HD 162020 b,3127.4275,,,0.083136,40.816123,634.22984,Hot,0,0.096859338
HD 163607 b,249.05002,,,0.46221695,29.47553,514.82801,Hot,0,0.099208507
HD 163607 c,699.53943,,,2.397648,0.45320845,208.78381,Warm,0,0.33616088
HD 16417 b,22.120829,,,0.1428,,,,0,
HD 164509 b,140.79781,,,0.89464014,1.769507,290.65725,Warm,0,0.3548702
HD 164595 b,16.139306,,,0.23089056,18.787559,529.63884,Hot,0,0.23092494
HD 164604 b,634.99492,,,1.4125238,,,,0,
HD 164922 b,98.526681,,,2.102625,0.15939735,160.90197,Cold,0,0.21163779
HD 164922 c,12.900639,,,0.34320942,6.4091444,401.62499,Hot,0,0.34533281
HD 165155 b,918.52293,,,1.1526,0.56022503,218.73685,Warm,0,0.36103808
HD 1666 b,2043.6341,,,1.126543,7.7445538,387.94678,Hot,0,0.18638548
HD 166724 b,1121.9329,,,6.8800288,0.025542464,88.817,Cold,0,0.095025077
HD 167042 b,540.3076,,,1.3252279,6.2410135,402.0791,Hot,0,0.20432336
HD 168443 b,2434.2447,,,0.33408434,25.471133,539.02688,Hot,0,0.11065475
HD 168443 c,5464.4169,,,2.9006394,0.23602392,176.06693,Cold,0,0.25806694
HD 168746 b,85.813561,,,0.0704235,210.38262,968.07052,Hot,0,0.083893956
HD 1690 b,2793.7081,,,1.638528,108.26041,747.3735,Hot,0,0.08087478
HD 169830 b,915.34465,,,0.8489205,6.8781665,404.90212,Hot,0,0.19568473
HD 169830 c,1284.0251,,,3.79602,0.35069913,191.89936,Cold,0,0.30543598
HD 170469 b,209.76648,,,2.253552,0.32175529,191.44144,Cold,0,0.28770068
HD 17092 b,3219.5977,,,1.3289295,34.218398,612.81199,Hot,0,0.10165605
HD 171028 b,832.70937,,,1.549746,4.0186741,333.76903,Hot,0,0.2584284
HD 171238 b,864.49217,,,2.6403615,0.124649,149.7965,Cold,0,0.18039668
HD 17156 b,1115.5763,12.331,7.3367324,0.20702787,138.18782,781.70083,Hot,0,0.079694715
HD 173416 b,858.13561,,,1.185578,59.69399,702.21122,Hot,0,0.085409347
HD 175167 b,2850.9172,,,2.74992,0.57066162,207.92203,Warm,0,0.36739892
HD 175541 b,190.06115,,,0.98089875,10.513366,457.70956,Hot,0,0.15291215
HD 175607 b,8.9786411,,,0.16579843,13.746942,489.44744,Hot,0,0.29640817
HD 17674 b,276.51036,,,1.431999,0.75816288,236.9733,Warm,0,0.38043635
HD 176986 b,5.7399737,,,0.063097127,81.477254,764.8013,Hot,0,0.25779027
HD 176986 c,9.1788727,,,0.11951174,22.983878,556.53458,Hot,0,0.26244881
HD 177565 b,15.100008,,,0.24643253,,,,0,
HD 177830 b,537.12932,,,1.1457,4.2484974,365.07826,Hot,0,0.24984496
HD 177830 c,47.6742,,,0.5368165,21.823421,541.06818,Hot,0,0.15374072
HD 178911 B b,2552.1589,,,0.342057,8.8684438,438.64824,Hot,0,0.17461333
HD 179079 b,25.744068,,,0.12154574,164.32815,911.75296,Hot,0,0.14747969
HD 179949 b,291.13045,,,0.044310721,999.88245,1432.4937,Hot,0,0.066107006
HD 180053 b,697.31464,,,0.84576546,14.451836,496.12364,Hot,0,0.13463734
HD 18015 b,1010.693,,,3.9123842,0.58404612,221.79734,Warm,0,0.36553244
HD 180314 b,6397.8777,,,1.509348,16.913562,509.95877,Hot,0,0.13212766
HD 180617 b,12.201417,,,0.33999696,0.26108253,181.23074,Warm,0,0.42777268
HD 180902 b,535.54018,,,1.4080143,4.8194403,376.6667,Hot,0,0.23411137
HD 181234 b,2660.2204,,,9.523704,0.021507604,85.259992,Cold,0,0.09338156
HD 181342 b,807.28313,,,1.5923853,4.6904514,374.89456,Hot,0,0.23876025
HD 181433 b,6.3565601,,,0.0864,55.767004,674.11209,Hot,0,0.25817357
HD 181433 c,203.40992,,,1.828992,0.11000194,144.50698,Cold,0,0.16495471
HD 181433 d,171.62712,,,3.3456,0.041430663,109.54099,Cold,0,0.10542585
HD 181720 b,127.1312,,,1.91253,0.66033322,226.68203,Warm,0,0.3701841
HD 183263 b,1255.4206,,,1.586552,0.81912604,236.21148,Warm,0,0.39013775
HD 183263 c,1134.646,,,4.4742382,0.092337096,138.90611,Cold,0,0.15577071
HD 185269 b,321.00628,,,0.079018979,764.24215,1326.1257,Hot,0,0.066686777
HD 187085 b,265.70421,,,2.166151,0.47396018,208.83738,Warm,0,0.33797713
HD 187123 b,166.22405,,,0.04260226,,,,0,
HD 187123 c,632.47773,,,5.0452673,,,,0,
HD 18742 b,1080.6152,,,1.821456,4.2426393,365.53045,Hot,0,0.25232496
HD 188015 b,476.742,,,1.2142896,0.72070999,233.90765,Warm,0,0.37956156
HD 189733 b,359.14564,12.6673,2.2382185,0.030768152,346.78614,1099.4117,Hot,0,0.073372738
HD 190360 b,489.45512,,,4.1607585,0.073833758,130.33037,Cold,0,0.13768677
HD 190360 c,19.06968,,,0.13406222,66.972094,720.99493,Hot,0,0.17711625
HD 190647 b,630.88859,,,2.2869713,0.35996785,195.45001,Warm,0,0.3063535
HD 190984 b,985.26681,,,6.393475,0.10848988,136.128,Cold,0,0.16836697
HD 191806 b,2707.8946,,,2.8939134,0.17078635,161.67186,Cold,0,0.21648206
HD 192263 b,177.98368,,,0.1501875,13.3855,487.07938,Hot,0,0.13563506
HD 192310 b,16.90845,,,0.322704,4.2500813,364.63479,Hot,0,0.38008425
HD 192310 c,24.154928,,,1.240416,0.32710758,188.84007,Warm,0,0.39954602
HD 192699 b,666.16749,,,1.0665738,9.9915097,452.3802,Hot,0,0.16051741
HD 195019 b,1264.9555,,,0.140007,109.53457,824.18472,Hot,0,0.078576785
HD 196050 b,1010.693,,,2.5763895,0.35199283,194.25458,Warm,0,0.30506429
HD 196067 b,2193.0132,,,6.113356,0.18565214,150.91061,Cold,0,0.22537793
HD 196885 b,819.99625,,,2.643024,0.47734626,201.81552,Warm,0,0.34296867
HD 197037 b,251.08412,,,2.120094,0.37063291,196.95033,Warm,0,0.30697572
HD 19994 b,435.42436,,,1.3075898,,,,0,
HD 20003 b,11.664288,,,0.10371152,86.367109,756.92074,Hot,0,0.20749657
HD 20003 c,14.429391,,,0.197382,19.917057,537.19682,Hot,0,0.2359712
HD 200964 b,508.20698,,,1.5709227,5.4758923,389.17084,Hot,0,0.21877481
HD 200964 c,385.8432,,,2.017868,3.585404,346.61447,Hot,0,0.27078723
HD 202206 c,5689.1213,,,2.468322,0.18466803,165.46976,Cold,0,0.22794467
HD 202696 b,634.38469,,,1.5660947,9.7471017,450.14656,Hot,0,0.16238754
HD 202696 c,592.4314,,,2.3429181,4.3594256,368.07671,Hot,0,0.24689572
HD 202772 A b,323.23108,17.31945,1.0775686,0.052117602,3431.5016,1949.388,Hot,0,0.053319839
HD 203030 b,7656.4766,,,487.1,,,,0,
HD 203473 b,2479.0584,,,2.8440062,0.24792295,176.87649,Cold,0,0.26166214
HD 2039 b,1999.1381,,,2.75451,0.46499426,185.70742,Cold,0,0.34324862
HD 204313 b,1099.6849,,,3.1512015,0.13219411,152.06906,Cold,0,0.18673585
HD 204313 c,17.575889,,,0.21242142,27.857527,582.64502,Hot,0,0.20619824
HD 204941 b,73.100441,,,2.7245475,0.057578039,121.43859,Cold,0,0.14360997
HD 205739 b,435.42436,,,0.9286592,2.9829211,330.12453,Hot,0,0.29562642
HD 206255 b,34.198293,,,0.47319345,,,,0,
HD 206610 b,647.09781,,,1.7487,6.1231449,400.00993,Hot,0,0.20695505
HD 20781 b,1.9387508,,,0.0531645,200.576,956.96682,Hot,0,0.29662283
HD 20781 c,5.3395104,,,0.10080662,55.629677,694.71983,Hot,0,0.26976715
HD 20781 d,10.615455,,,0.16569644,20.714012,542.27626,Hot,0,0.25688722
HD 20781 e,14.047998,,,0.33800732,4.9147439,379.0762,Hot,0,0.37487557
HD 20782 b,472.8645,,,1.9808111,2.1327742,211.78365,Warm,0,0.33880095
HD 207832 b,177.98368,,,0.59737104,2.2660733,310.27741,Hot,0,0.32796948
HD 207832 c,232.01444,,,2.1889824,0.1776327,163.07902,Cold,0,0.21319459
HD 20794 b,2.701538,,,0.1207,60.3766,710.16959,Hot,0,0.30366685
HD 20794 c,2.4154928,,,0.2036,21.219134,546.79788,Hot,0,0.34762577
HD 20794 d,4.76742,,,0.3499,7.1844795,417.10341,Hot,0,0.41425892
HD 20794 e,4.7705983,,,0.53040345,3.5475098,343.97038,Hot,0,0.53678213
HD 208487 b,165.27056,,,0.5390912,6.5838913,403.6054,Hot,0,0.19507975
HD 208527 b,3146.4972,,,2.10672,141.0783,876.97534,Hot,0,0.07894696
HD 20868 b,397.285,,,1.2171875,0.46096528,181.45703,Cold,0,0.33613188
HD 208897 b,444.9592,,,1.0525725,11.271467,466.38029,Hot,0,0.150054
HD 209458 b,232.01444,15.5819,0.95559571,0.04855456,740.75899,1329.1198,Hot,0,0.05980445
HD 210193 b,153.09775,,,1.5298256,,,,0,
HD 210277 b,409.99812,,,1.260176,0.86134788,233.90571,Warm,0,0.38740073
HD 210702 b,574.63303,,,1.14845,9.8918402,451.75222,Hot,0,0.16089613
HD 211810 b,212.94476,,,3.2700672,0.22571913,157.15031,Cold,0,0.24160539
HD 211970 b,12.999165,,,0.14460875,,,,0,
HD 212301 b,162.09228,,,0.03,2029.6542,1710.017,Hot,0,0.064079558
HD 212771 b,759.60893,,,1.1934367,11.040681,463.89785,Hot,0,0.15313511
HD 213240 b,1773.4803,,,2.056698,0.80533204,232.84726,Warm,0,0.3908522
HD 21411 b,65.898458,,,0.39096,,,,0,
HD 214823 b,6451.9085,,,3.27349,0.44892007,207.47654,Warm,0,0.34356916
HD 215152 b,1.8179762,,,0.057638,85.244269,774.1252,Hot,0,0.30654773
